id,title,year,journal,abstract,keywords
P1103,空间布局的设计方法与应用——以辅具为例,2019,Smart Cities Review,研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。 本文基于辅具数据，提出了一种用于辅具的分析框架，验证了方法的有效性。 文章讨论了政策与实践之间的差距，并提出了关于可持续的若干建议。,空间布局; 可持续; 辅具
P1104,残疾人: 面向残疾人的实证分析,2024,Smart Cities Review,文章讨论了政策与实践之间的差距，并提出了关于语义分割的若干建议。 研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了残疾人与数据驱动之间的内在关系。,数据驱动; 语义分割; 残疾人
P1105,行动不便驱动的行动不便优化策略,2017,International Journal of Inclusive Design,本文基于行动不便数据，提出了一种用于步行环境的分析框架，验证了方法的有效性。 研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了行动不便与无障碍旅游之间的内在关系。,行动不便; 步行环境; 无障碍旅游
P1106,语义分割: 面向语义分割的实证分析,2023,Journal of Urban Studies,文章讨论了政策与实践之间的差距，并提出了关于包容性设计的若干建议。 本文基于可视化数据，提出了一种用于包容性设计的分析框架，验证了方法的有效性。,可视化; 语义分割; 包容性设计
P1107,社会公平: 面向公共空间的实证分析,2023,交通运输工程学报,研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。 文章讨论了政策与实践之间的差距，并提出了关于公共空间的若干建议。,社会公平; 服务设计; 公共空间
P1108,可视化的设计方法与应用——以辅助技术为例,2021,中国残疾人研究,文章讨论了政策与实践之间的差距，并提出了关于可视化的若干建议。 研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了辅助技术与可视化之间的内在关系。,数据驱动; 辅助技术; 可视化
P1109,人体工程学视角下的无障碍旅游评估方法,2019,Journal of Urban Studies,本文基于无障碍旅游数据，提出了一种用于无障碍旅游的分析框架，验证了方法的有效性。 研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了无障碍旅游与无障碍旅游之间的内在关系。 文章讨论了政策与实践之间的差距，并提出了关于可视化的若干建议。,可视化; 语义分割; 人体工程学; 无障碍旅游; 可达性
P1110,辅助技术: 面向建筑设计的实证分析,2012,Journal of Urban Studies,本文基于建筑设计数据，提出了一种用于无障碍旅游的分析框架，验证了方法的有效性。 文章讨论了政策与实践之间的差距，并提出了关于语义分割的若干建议。,建筑设计; 无障碍旅游; 语义分割; 辅助技术
P1111,法律法规视角下的社会公平评估方法,2013,Smart Cities Review,实验结果表明，该方法在提高数据驱动可达性方面具有显著作用，适用于中小城市推广应用。 研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。,社会公平; 数据驱动; 法律法规
P1112,可达性的设计方法与应用——以可达性为例,2020,Journal of Urban Studies,本文基于城市规划数据，提出了一种用于可达性的分析框架，验证了方法的有效性。 研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。,步行环境; 可达性; 社区参与; 城市规划; 服务设计
P1113,服务设计: 面向服务设计的实证分析,2018,International Journal of Inclusive Design,实验结果表明，该方法在提高问卷调查可达性方面具有显著作用，适用于中小城市推广应用。 本文基于辅助技术数据，提出了一种用于辅助技术的分析框架，验证了方法的有效性。,服务设计; 问卷调查; 辅助技术; 人体工程学; 无障碍教育
P1114,通用设计视角下的通用设计评估方法,2012,中国残疾人研究,实验结果表明，该方法在提高辅助技术可达性方面具有显著作用，适用于中小城市推广应用。 本文基于老龄化数据，提出了一种用于通用设计的分析框架，验证了方法的有效性。,辅助技术; 通用设计; 老龄化
P1115,语义分割驱动的语义分割优化策略,2017,环境与可持续发展,研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了语义分割与语义分割之间的内在关系。 文章讨论了政策与实践之间的差距，并提出了关于语义分割的若干建议。,语义分割; 城市规划; 语义网络; 空间布局; 建筑设计
P1116,基于交通规划的交通规划研究,2013,城市规划学刊,研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了深度学习与交通规划之间的内在关系。,深度学习; 交通规划; 步行环境
P1117,基于可达性的步行环境研究,2018,环境与可持续发展,实验结果表明，该方法在提高交通规划可达性方面具有显著作用，适用于中小城市推广应用。 研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了可达性与可达性之间的内在关系。 研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。,康复; 社会公平; 交通规划; 步行环境; 可达性
P1118,城市规划驱动的政策评估优化策略,2021,International Journal of Inclusive Design,研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了城市规划与可持续之间的内在关系。 文章讨论了政策与实践之间的差距，并提出了关于无障碍旅游的若干建议。 本文基于无障碍旅游数据，提出了一种用于语义网络的分析框架，验证了方法的有效性。,政策评估; 语义网络; 无障碍旅游; 城市规划; 可持续
P1119,基于社会公平的残疾人研究,2012,Smart Cities Review,研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了辅具与公共空间之间的内在关系。 研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。 实验结果表明，该方法在提高辅具可达性方面具有显著作用，适用于中小城市推广应用。,公共空间; 无障碍; 辅具; 社会公平; 残疾人
P1120,基于空间布局的公共空间研究,2017,中国残疾人研究,研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。 实验结果表明，该方法在提高空间布局可达性方面具有显著作用，适用于中小城市推广应用。,公共空间; 空间布局; 法律法规; 可持续
P1121,通用设计与老龄化的协同发展研究,2014,中国残疾人研究,研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。 本文基于老龄化数据，提出了一种用于服务设计的分析框架，验证了方法的有效性。 文章讨论了政策与实践之间的差距，并提出了关于服务设计的若干建议。,可达性; 服务设计; 老龄化; 通用设计
P1122,残疾人驱动的残疾人优化策略,2012,环境与可持续发展,本文基于行动不便数据，提出了一种用于问卷调查的分析框架，验证了方法的有效性。 研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。,残疾人; 行动不便; 问卷调查
P1123,语义网络驱动的语义网络优化策略,2014,交通运输工程学报,研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了残疾人与语义网络之间的内在关系。 研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。,残疾人; 语义网络; 公共空间
P1124,通用设计: 面向建筑设计的实证分析,2014,城市规划学刊,文章讨论了政策与实践之间的差距，并提出了关于社区参与的若干建议。 实验结果表明，该方法在提高社区参与可达性方面具有显著作用，适用于中小城市推广应用。 研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了通用设计与社区参与之间的内在关系。,社区参与; 通用设计; 建筑设计
P1125,基于语义网络的语义网络研究,2023,交通运输工程学报,实验结果表明，该方法在提高可达性可达性方面具有显著作用，适用于中小城市推广应用。 研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了语义网络与语义网络之间的内在关系。,步行环境; 可达性; 语义网络
P1126,基于可达性的步行环境研究,2013,交通运输工程学报,研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。 本文基于可达性数据，提出了一种用于可达性的分析框架，验证了方法的有效性。 文章讨论了政策与实践之间的差距，并提出了关于智能城市的若干建议。,可达性; 步行环境; 智能城市
P1127,数据驱动驱动的交通规划优化策略,2017,环境与可持续发展,研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了交通规划与交通规划之间的内在关系。,交通规划; 可持续; 数据驱动
P1128,交通规划: 面向问卷调查的实证分析,2014,中国残疾人研究,研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。,语义网络; 问卷调查; 交通规划
P1129,通用设计视角下的人体工程学评估方法,2018,中国残疾人研究,文章讨论了政策与实践之间的差距，并提出了关于通用设计的若干建议。 研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。,语义网络; 人体工程学; 通用设计; 深度学习; 法律法规
P1130,服务设计驱动的可达性优化策略,2012,Smart Cities Review,研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了深度学习与服务设计之间的内在关系。 本文基于深度学习数据，提出了一种用于深度学习的分析框架，验证了方法的有效性。 研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。,服务设计; 深度学习; 可达性
P1131,建筑设计视角下的语义分割评估方法,2012,International Journal of Inclusive Design,实验结果表明，该方法在提高建筑设计可达性方面具有显著作用，适用于中小城市推广应用。 研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了语义分割与建筑设计之间的内在关系。 文章讨论了政策与实践之间的差距，并提出了关于步行环境的若干建议。,数据驱动; 建筑设计; 语义分割; 步行环境
P1132,建筑设计: 面向城市规划的实证分析,2012,International Journal of Inclusive Design,研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。,城市规划; 建筑设计; 通用设计
P1133,语义网络与语义网络的协同发展研究,2017,Accessibility Research,实验结果表明，该方法在提高步行环境可达性方面具有显著作用，适用于中小城市推广应用。 研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了问卷调查与步行环境之间的内在关系。 研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。,问卷调查; 语义网络; 步行环境
P1134,深度学习视角下的无障碍旅游评估方法,2021,Journal of Transport and Health,研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。 本文基于深度学习数据，提出了一种用于深度学习的分析框架，验证了方法的有效性。 研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了无障碍旅游与空间布局之间的内在关系。,深度学习; 空间布局; 无障碍旅游
P1135,公共空间视角下的数据驱动评估方法,2014,建筑学报,文章讨论了政策与实践之间的差距，并提出了关于可持续的若干建议。 研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。,公共空间; 可持续; 数据驱动; 无障碍教育
P1136,深度学习驱动的深度学习优化策略,2017,Journal of Urban Studies,文章讨论了政策与实践之间的差距，并提出了关于语义分割的若干建议。 本文基于步行环境数据，提出了一种用于深度学习的分析框架，验证了方法的有效性。 研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了语义分割与深度学习之间的内在关系。,深度学习; 步行环境; 行动不便; 建筑设计; 语义分割
P1137,基于语义分割的法律法规研究,2022,Smart Cities Review,文章讨论了政策与实践之间的差距，并提出了关于法律法规的若干建议。,法律法规; 语义分割; 城市规划
P1138,人体工程学驱动的城市规划优化策略,2021,交通运输工程学报,研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了问卷调查与城市规划之间的内在关系。 实验结果表明，该方法在提高人体工程学可达性方面具有显著作用，适用于中小城市推广应用。,人体工程学; 智能城市; 城市规划; 问卷调查; 无障碍
P1139,辅具驱动的残疾人优化策略,2018,建筑学报,文章讨论了政策与实践之间的差距，并提出了关于辅具的若干建议。 研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了康复与可视化之间的内在关系。 研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。,可视化; 康复; 残疾人; 辅具
P1140,基于残疾人的语义网络研究,2016,建筑学报,实验结果表明，该方法在提高语义网络可达性方面具有显著作用，适用于中小城市推广应用。 本文基于智能城市数据，提出了一种用于残疾人的分析框架，验证了方法的有效性。,语义网络; 残疾人; 智能城市
P1141,基于辅助技术的语义网络研究,2013,Journal of Transport and Health,文章讨论了政策与实践之间的差距，并提出了关于辅助技术的若干建议。 研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。 本文基于语义网络数据，提出了一种用于服务设计的分析框架，验证了方法的有效性。,语义网络; 无障碍教育; 服务设计; 辅助技术
P1142,智能城市的设计方法与应用——以语义网络为例,2014,Accessibility Research,文章讨论了政策与实践之间的差距，并提出了关于残疾人的若干建议。 本文基于语义网络数据，提出了一种用于智能城市的分析框架，验证了方法的有效性。,语义网络; 智能城市; 残疾人; 包容性设计
P1143,基于社区参与的社会公平研究,2015,城市规划学刊,实验结果表明，该方法在提高人体工程学可达性方面具有显著作用，适用于中小城市推广应用。 文章讨论了政策与实践之间的差距，并提出了关于社区参与的若干建议。,社会公平; 社区参与; 人体工程学; 问卷调查
P1144,问卷调查驱动的通用设计优化策略,2020,建筑学报,研究采用问卷调查、现场观测与统计建模相结合的方法，揭示了问卷调查与老龄化之间的内在关系。,老龄化; 通用设计; 可持续; 问卷调查
P1145,服务设计的设计方法与应用——以社区参与为例,2022,环境与可持续发展,文章讨论了政策与实践之间的差距，并提出了关于通用设计的若干建议。 研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。,服务设计; 社区参与; 通用设计
P1146,空间布局的设计方法与应用——以辅具为例,2017,Journal of Transport and Health,实验结果表明，该方法在提高辅具可达性方面具有显著作用，适用于中小城市推广应用。 研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。,辅具; 社会公平; 辅助技术; 空间布局
P1147,可持续: 面向智能城市的实证分析,2016,Journal of Transport and Health,实验结果表明，该方法在提高城市规划可达性方面具有显著作用，适用于中小城市推广应用。 研究对样本城市进行了案例分析，并在不同年份进行了对比，指出了未来研究方向。 本文基于城市规划数据，提出了一种用于政策评估的分析框架，验证了方法的有效性。,空间布局; 政策评估; 智能城市; 可持续; 城市规划
P1148,步行环境的设计方法与应用——以可达性为例,2022,环境与可持续发展,文章讨论了政策与实践之间的差距，并提出了关于可达性的若干建议。 本文基于步行环境数据，提出了一种用于行动不便的分析框架，验证了方法的有效性。,可视化; 无障碍旅游; 步行环境; 行动不便; 可达性
P1149,公共空间: 面向政策评估的实证分析,2019,International Journal of Inclusive Design,本文基于行动不便数据，提出了一种用于政策评估的分析框架，验证了方法的有效性。,公共空间; 行动不便; 政策评估
